Funding Source,Wallet Media Type,Model,Objective,Media Mix,Media Category,Month,Spend,Date,tier,Media Channel
T2,Digital Display,Altima,In Market,Digital Lifestyle,DIGITAL MEDIA,June,493311.00,6/1/19,T2,Digital T2
T2,Digital Display,Altima,In Market,Digital Lifestyle,DIGITAL MEDIA,May,364651.00,5/1/19,T2,Digital T2
T2,Digital Display,Altima,In Market,Digital Lifestyle,DIGITAL MEDIA,September,428695.00,9/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,353958.00,4/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,1787819.00,8/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,1428598.00,7/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,1639597.00,6/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,729163.00,5/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,1746396.00,9/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Hispanic,DIGITAL MEDIA,April,26194.00,4/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Hispanic,DIGITAL MEDIA,August,53445.00,8/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Hispanic,DIGITAL MEDIA,July,20378.00,7/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Hispanic,DIGITAL MEDIA,June,23939.00,6/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Hispanic,DIGITAL MEDIA,May,18746.00,5/1/19,T2,Digital T2
T2,Digital Display,Altima,Near Market,Hispanic,DIGITAL MEDIA,September,16945.00,9/1/19,T2,Digital T2
T2,Digital Display,Armada,In Market,Digital Lifestyle,DIGITAL MEDIA,April,329321.00,4/1/19,T2,Digital T2
T2,Digital Display,Armada,In Market,Digital Lifestyle,DIGITAL MEDIA,August,435075.00,8/1/19,T2,Digital T2
T2,Digital Display,Armada,In Market,Digital Lifestyle,DIGITAL MEDIA,July,329586.00,7/1/19,T2,Digital T2
T2,Digital Display,Armada,In Market,Digital Lifestyle,DIGITAL MEDIA,June,265234.00,6/1/19,T2,Digital T2
T2,Digital Display,Armada,In Market,Digital Lifestyle,DIGITAL MEDIA,May,333839.00,5/1/19,T2,Digital T2
T2,Digital Display,Armada,In Market,Digital Lifestyle,DIGITAL MEDIA,September,453074.00,9/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,328013.00,4/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,92909.00,8/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,52843.00,7/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,64384.00,6/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,86878.00,5/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,55181.00,9/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Hispanic,DIGITAL MEDIA,August,1796.00,8/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Hispanic,DIGITAL MEDIA,July,3592.00,7/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Hispanic,DIGITAL MEDIA,June,3567.00,6/1/19,T2,Digital T2
T2,Digital Display,Armada,Near Market,Hispanic,DIGITAL MEDIA,May,1093.00,5/1/19,T2,Digital T2
T2,Digital Display,Frontier,In Market,Digital Lifestyle,DIGITAL MEDIA,April,183457.00,4/1/19,T2,Digital T2
T2,Digital Display,Frontier,In Market,Digital Lifestyle,DIGITAL MEDIA,August,212081.00,8/1/19,T2,Digital T2
T2,Digital Display,Frontier,In Market,Digital Lifestyle,DIGITAL MEDIA,July,171648.00,7/1/19,T2,Digital T2
T2,Digital Display,Frontier,In Market,Digital Lifestyle,DIGITAL MEDIA,June,160610.00,6/1/19,T2,Digital T2
T2,Digital Display,Frontier,In Market,Digital Lifestyle,DIGITAL MEDIA,May,184927.00,5/1/19,T2,Digital T2
T2,Digital Display,Frontier,In Market,Digital Lifestyle,DIGITAL MEDIA,September,204121.00,9/1/19,T2,Digital T2
T2,Digital Display,Frontier,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,77639.00,4/1/19,T2,Digital T2
T2,Digital Display,Frontier,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,141377.00,8/1/19,T2,Digital T2
T2,Digital Display,Frontier,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,75329.00,7/1/19,T2,Digital T2
T2,Digital Display,Frontier,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,95151.00,6/1/19,T2,Digital T2
T2,Digital Display,Frontier,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,101675.00,5/1/19,T2,Digital T2
T2,Digital Display,Frontier,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,83170.00,9/1/19,T2,Digital T2
T2,Digital Display,Kicks,In Market,Digital Lifestyle,DIGITAL MEDIA,April,269355.00,4/1/19,T2,Digital T2
T2,Digital Display,Kicks,In Market,Digital Lifestyle,DIGITAL MEDIA,August,472433.00,8/1/19,T2,Digital T2
T2,Digital Display,Kicks,In Market,Digital Lifestyle,DIGITAL MEDIA,July,370025.00,7/1/19,T2,Digital T2
T2,Digital Display,Kicks,In Market,Digital Lifestyle,DIGITAL MEDIA,June,376205.00,6/1/19,T2,Digital T2
T2,Digital Display,Kicks,In Market,Digital Lifestyle,DIGITAL MEDIA,May,363160.00,5/1/19,T2,Digital T2
T2,Digital Display,Kicks,In Market,Digital Lifestyle,DIGITAL MEDIA,September,509598.00,9/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,268219.00,4/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,204458.00,8/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,140294.00,7/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,58101.00,6/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,276135.00,5/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,99275.00,9/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Hispanic,DIGITAL MEDIA,August,299.00,8/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Hispanic,DIGITAL MEDIA,July,599.00,7/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Hispanic,DIGITAL MEDIA,June,719.00,6/1/19,T2,Digital T2
T2,Digital Display,Kicks,Near Market,Hispanic,DIGITAL MEDIA,May,4342.00,5/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,April,228013.00,4/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,August,387249.00,8/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,July,343627.00,7/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,June,253343.00,6/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,May,197630.00,5/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,September,339536.00,9/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,129001.00,4/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,83038.00,8/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,41939.00,7/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,51772.00,6/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,108554.00,5/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,47122.00,9/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Hispanic,DIGITAL MEDIA,April,142.00,4/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Hispanic,DIGITAL MEDIA,June,97.00,6/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Hispanic,DIGITAL MEDIA,September,999.00,9/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,April,196937.00,4/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,August,217179.00,8/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,July,180672.00,7/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,June,168068.00,6/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,May,177974.00,5/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,September,227312.00,9/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,129317.00,4/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,49348.00,8/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,28173.00,7/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,41024.00,6/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,130372.00,5/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,29450.00,9/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,April,166205.00,4/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,August,209579.00,8/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,July,169893.00,7/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,June,155843.00,6/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,May,170126.00,5/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,September,202305.00,9/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,191286.00,4/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,193912.00,8/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,95906.00,7/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,125887.00,6/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,214241.00,5/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,102964.00,9/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Hispanic,DIGITAL MEDIA,June,298.00,6/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Hispanic,DIGITAL MEDIA,May,451.00,5/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,April,213337.00,4/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,August,237014.00,8/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,July,190118.00,7/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,June,162697.00,6/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,May,201948.00,5/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,September,213682.00,9/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,106031.00,4/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,61005.00,8/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,31115.00,7/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,41483.00,6/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,116370.00,5/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,30359.00,9/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Hispanic,DIGITAL MEDIA,August,299.00,8/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Hispanic,DIGITAL MEDIA,July,599.00,7/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Hispanic,DIGITAL MEDIA,June,232.00,6/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Hispanic,DIGITAL MEDIA,May,75.00,5/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,April,312154.00,4/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,August,380299.00,8/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,July,323119.00,7/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,June,254244.00,6/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,May,294981.00,5/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,September,415585.00,9/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,496429.00,4/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,1164460.00,8/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,944707.00,7/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,907400.00,6/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,1192862.00,5/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,718269.00,9/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Hispanic,DIGITAL MEDIA,April,36272.00,4/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Hispanic,DIGITAL MEDIA,August,123293.00,8/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Hispanic,DIGITAL MEDIA,July,90005.00,7/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Hispanic,DIGITAL MEDIA,June,135733.00,6/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Hispanic,DIGITAL MEDIA,May,84268.00,5/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Hispanic,DIGITAL MEDIA,September,101346.00,9/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,April,228565.00,4/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,August,331183.00,8/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,July,292721.00,7/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,June,229527.00,6/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,May,248333.00,5/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,September,360978.00,9/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,152867.00,4/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,45423.00,8/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,26246.00,7/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,79682.00,6/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,41253.00,5/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,28122.00,9/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Hispanic,DIGITAL MEDIA,April,142.00,4/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Hispanic,DIGITAL MEDIA,June,3112.00,6/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Hispanic,DIGITAL MEDIA,September,999.00,9/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,April,304306.00,4/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,August,334807.00,8/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,July,317383.00,7/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,June,306288.00,6/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,May,333908.00,5/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,September,357036.00,9/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,387753.00,4/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,115365.00,8/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,67573.00,7/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,97711.00,6/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,183706.00,5/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,68277.00,9/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Hispanic,DIGITAL MEDIA,April,44578.00,4/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Hispanic,DIGITAL MEDIA,August,11457.00,8/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Hispanic,DIGITAL MEDIA,July,7480.00,7/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Hispanic,DIGITAL MEDIA,June,15468.00,6/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Hispanic,DIGITAL MEDIA,May,59437.00,5/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Hispanic,DIGITAL MEDIA,September,14149.00,9/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,April,524171.00,4/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,August,647776.00,8/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,July,491038.00,7/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,June,467971.00,6/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,May,547438.00,5/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,September,703083.00,9/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,286945.00,4/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,156648.00,8/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,82126.00,7/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,100075.00,6/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,145755.00,5/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,686354.00,9/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Hispanic,DIGITAL MEDIA,August,18478.00,8/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Hispanic,DIGITAL MEDIA,July,6223.00,7/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Hispanic,DIGITAL MEDIA,May,642.00,5/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Hispanic,DIGITAL MEDIA,September,36159.00,9/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,April,158441.00,4/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,August,272861.00,8/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,July,203532.00,7/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,June,229119.00,6/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,May,209136.00,5/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,September,257955.00,9/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,4582.00,4/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,7593.00,8/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,4173.00,7/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,5346.00,6/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,5702.00,5/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,4159.00,9/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,April,180517.00,4/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,August,286297.00,8/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,July,200448.00,7/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,June,217294.00,6/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,May,239036.00,5/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,September,279842.00,9/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,April,153530.00,4/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,August,461268.00,8/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,July,45064.00,7/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,June,67241.00,6/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,May,148652.00,5/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,September,46786.00,9/1/19,T2,Digital T2
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,April,135131.00,4/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,August,216752.00,8/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,July,137902.00,7/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,June,348882.00,6/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,May,213512.00,5/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,September,242530.00,9/1/19,T2,Other
T2,Direct Mail,Armada,Near Market,Gen. Mkt. Misc. Media,OTHER,April,8520.00,4/1/19,T2,Other
T2,Direct Mail,Armada,Near Market,Gen. Mkt. Misc. Media,OTHER,August,22350.00,8/1/19,T2,Other
T2,Direct Mail,Armada,Near Market,Gen. Mkt. Misc. Media,OTHER,July,7086.00,7/1/19,T2,Other
T2,Direct Mail,Armada,Near Market,Gen. Mkt. Misc. Media,OTHER,June,22780.00,6/1/19,T2,Other
T2,Direct Mail,Armada,Near Market,Gen. Mkt. Misc. Media,OTHER,May,22365.00,5/1/19,T2,Other
T2,Direct Mail,Armada,Near Market,Gen. Mkt. Misc. Media,OTHER,September,22519.00,9/1/19,T2,Other
T2,Direct Mail,Frontier,Near Market,Gen. Mkt. Misc. Media,OTHER,August,32.00,8/1/19,T2,Other
T2,Direct Mail,Frontier,Near Market,Gen. Mkt. Misc. Media,OTHER,July,11.00,7/1/19,T2,Other
T2,Direct Mail,Frontier,Near Market,Gen. Mkt. Misc. Media,OTHER,June,363.00,6/1/19,T2,Other
T2,Direct Mail,Frontier,Near Market,Gen. Mkt. Misc. Media,OTHER,May,46.00,5/1/19,T2,Other
T2,Direct Mail,Frontier,Near Market,Gen. Mkt. Misc. Media,OTHER,September,202.00,9/1/19,T2,Other
T2,Direct Mail,Kicks,Near Market,Gen. Mkt. Misc. Media,OTHER,April,7427.00,4/1/19,T2,Other
T2,Direct Mail,Kicks,Near Market,Gen. Mkt. Misc. Media,OTHER,August,24776.00,8/1/19,T2,Other
